,file,source company,authors,company symbols,company names,trade call,target price,possible sources,,
517,dp28245.pdf,['kotak'],['Administrator'],"['FACT', 'PREMIER', 'TOTAL', 'ITC', 'CDSL', 'VASA', 'GRASIM', 'NTPC', 'GLOBAL', 'SPIC', 'STER', 'GRASIM IN', 'OCL IN', 'MANGALAM', 'TRF', 'NCL IN', 'OCL', 'DLF', 'ATUL', 'TRIVENI', 'CHI', 'MEGH', 'MIC', 'CRISIL', 'BIL', 'CONTI', 'SAIL', 'HINDALCO', 'THERMAX', 'TI']","['TRF Ltd.', 'Elecon Engineering Company Ltd.', 'ITC Ltd.']",Sell,10,"['', 'tecprosystems', 'intimespectrum', 'kpmg', 'sbicaps', 'kotak', 'sbi', 'azbpartners', 'vbank', 'vsnl']",,
518,Ambit Results Insights_22Jan2018.pdf,['ambit'],['Sharoz Hussain'],"['APNT IN', 'HAVL IN', 'RALI IN']",[],Sell,960,"['ambit', 'sageoneinvestments', 'Ambit Capital research']",,
519,EDELWEISS_FUND_INSIGHT_JAN-14-EDEL.pdf,['edelweissfin'],"['sriram.velayudhan', 'yogesh.radke']","['ONGC', 'IIB IN', 'PNB', 'SBIN', 'IDEA IN', 'BOB IN', 'OFSS', 'ITC', 'UNSP IN', 'DRRD IN', 'MMFS IN', 'BHEL', 'MSS IN', 'NTPC', 'Z IN', 'IDBI', 'OFSS IN', 'BJAUT IN', 'TTAN IN', 'JKBK IN', 'LT', 'RIL IN', 'BHARTI IN', 'DLF', 'AMRJ IN', 'ARBP IN', 'HDFC', 'WPRO IN', 'TCS', 'MSIL IN', 'PNB IN', 'PWGR IN', 'SKF IN', 'SIEM IN', 'TTMT IN', 'JUST IN', 'ICICI', 'JSTL IN', 'M&M', 'GAIL', 'IDFC', 'IDEA', 'JSP IN', 'OINL IN', 'FB IN', 'LT IN', 'TATA IN', 'NMDC', 'ACC', 'AXSB IN', 'PIDI IN', 'APTY IN', 'INFO IN', 'EXID IN', 'STR IN', 'TRP IN', 'BPCL', 'SBIN IN', 'BDE IN']","['Lupin Ltd.', 'SKF India Ltd.', 'The Jammu & Kashmir Bank Ltd.', 'Wipro Ltd.', 'The Federal Bank Ltd.', 'IndusInd Bank Ltd.', 'Blue Dart Express Ltd.', 'Tata Motors Ltd.', 'Jindal Steel & Power Ltd.', 'Pidilite Industries Ltd.', 'Apollo Tyres Ltd.', 'State Bank Of India', 'Exide Industries Ltd.', 'Reliance Industries Ltd.', 'Zee Entertainment Enterprises Ltd.', 'Maruti Suzuki India Ltd.', 'Axis Bank Ltd.', 'Bank Of Baroda', 'Infosys Ltd.', 'Punjab National Bank', 'JSW Steel Ltd.', 'Larsen & Toubro Ltd.', 'Torrent Pharmaceuticals Ltd.', 'Siemens Ltd.']",,,"['edelweissfin', 'Edelweiss research']",,
520,0810ifrsrealestate.pdf,['deloitte'],['nholtz'],[],[],,,['deloitte'],,
521,Earnings-Presentation-Q3-2013-14.pdf,['thinksoftglobal'],"['dpingle', 'vaidyanathan.n']",[],[],,,"['christensenir', 'thinksoftglobal']",,
522,AMP - 180416.pdf,['antiquelimited'],"['kunal.randeria', 'digant.haria', 'bhavik.mehta']","['ONGC', 'PNB', 'IRB', 'ITC', 'DHFL', 'BHEL', 'CANBK', 'BEML', 'TVSMOTOR', 'SIEMENS', 'NCC', 'GRUH', 'GRHF IN', 'LT', 'MOIL', 'UPL', 'ESCORTS', 'CHENNPETRO', 'TCS', 'HDFC', 'DISHTV', 'ICICI', 'M&M', 'GAIL', 'BALKRISIND', 'NBCC', 'OIL', 'ICRA', 'SAIL', 'MINDTREE', 'NMDC', 'WOCKPHARMA', 'ACC', 'KEC', 'MGL', 'BEL', 'PTC', 'ABB', 'JPASSOCIAT', 'BPCL', 'TECHM']","['Canara Bank', 'State Bank Of India', 'NCC Ltd.', 'Punjab National Bank']",Buy,547,"['antiquelimited', 'Bloomberg']",,
523,IDFC Securities- Sector update- Indian Financials - An On-ground Guide to Financial inclusion.pdf,['idfc'],['santosh.fernandes'],['IDFC'],[],Sell,200,"['idfc', 'IDFC Securities Research']",,
524,Dissertation_RamkumarK.pdf,['gmail'],"['Ramkumar.Kft09', 'Ram.kriss']",['CRISIL'],[],Sell,8,"['nmims', 'gmail', 'CMIE Business Beacon Database']",,
525,ICICI Direct- Result Update - India Cement (Buy) errclub Decline in power & fuel cost drives margins....pdf,['icicisecurities'],"['rashes.shah', 'devang.bhatt', 'pankaj.pandey', 'research']","['ACC', 'SFCL', 'ICICI', 'ICL']",[],Buy,105,"['icicidirect', 'icicisecurities', 'ICICIdirect.com Research']",,
526,TTMT-20181009-MOSL-CU-PG006.pdf,['MotilalOswal'],"['Deep.S', 'Jinesh', 'Suneeta.Kamath']",['TTMT IN'],[],Buy,11,['MotilalOswal'],,
527,07102014115602MMDR Act 1957_10052012 (2).pdf,['Others'],['NA'],[],[],,,[],,
528,Aarti concall transcript dec 2016.pdf,['Others'],['NA'],[],[],,,[],,
529,Embracing Innovation Driving Growth Across Healthcare Continuum_Medcon_2017.pdf,[' assocham'],"['d.s.rawat', 'lifesciences']",['NH'],[],,,"['sathguru', ' assocham', 'VC Edge']",,
530,Britannia_CallUpdate_050115.pdf,['indiainfoline'],['research'],"['BRITANNIA', 'IIFL', 'GLOBAL']",[],Buy,104,['indiainfoline'],,
531,Bits---pieces-5-Feb-2010---Golden-Tiger.pdf,['sundarambnpparibas'],['balajiv'],"['FACT', 'MAKE', 'ACC', 'PREMIER', 'ICICI', 'HAL', 'SUMIT', 'PEL', 'CHI', 'HDFC', 'NTPC', 'BHEL', 'TI']",[],Buy,2010,['sundarambnpparibas'],,
532,brent wti crude wxplained.pdf,['Others'],['NA'],['MAKE'],[],Buy,5,[],,
533,BHEL-20150303-MOSL-CU-PG018.pdf,['motilaloswal'],"['reports', 'kadambari.balachandran', 'Shah(Amit.Shah', 'Agarwal(AgarwalS', 'anosh.Koppikar']","['BHEL IN', 'BHEL', 'NTPC']",[],Buy,320,"['MotilalOswal', 'motilaloswal', 'Company']",,
534,Indian Gas Sector - Citi .pdf,['citi'],"['saurabh.handa', 'sohini1.banerjee']","['GSPL', 'GAIL']",[],Buy,21,"['citi', 'Citi Research']",,
535,DELTA-20140918-MOSL-SL-PG032.pdf,['motilaloswal'],"['reports', 'kadambari.balachandran', 'Niket.Shah', 'Email:anosh.Koppikar', 'Atul.Mehra']","['AMBER', 'MDL']",[],Buy,27,"['MotilalOswal', 'motilaloswal', 'MOSL']",,
536,GlobalDirectory.pdf,['worldbank'],['Myoung3'],['TI'],[],,,['worldbank'],,
537,WHat+i+learned+-+Ridham+I+-+180612+-+Morgan.pdf,['morganstanley'],['Ridham.Desai'],[],[],Sell,12,"['morganstanley', 'Morgan Stanley Research']",,
538,Pocket-Guide-for-Digital-Payments.pdf,['Others'],['NA'],[],[],,,[],,
539,KPMG-Flash-News-JSW-Energy-Limited.pdf,['Others'],['KPMG'],['DLF'],[],Sell,3,[],,
540,India Cement note UBS Q1 2017.pdf,['ubs'],"['william.vanderpump', 'hemant.bakhru']","['KCP', 'ACC']","['ACC Ltd.', 'KCP Ltd.']",Buy,2017,"['ubs', 'Crisil']",,
541,IT services UBS.pdf,['ubs'],['diviya.nagarajan'],"['TCS', 'INFY']","['Wipro Ltd.', 'Tata Consultancy Services Ltd.']",Buy,,"['ubs', 'Company data']",,
542,petronet.pdf,['hdfcsec'],"['satish.mishra', 'deepak.kolhe']","['ONGC', 'TOTAL', 'BPCL', 'PLNG IN', 'LT', 'OIL', 'HDFC', 'PETRONET']",[],Sell,435,"['hdfcsec', 'HDFC sec Inst Research']",,
543,TTKPT-RR-170113.pdf,['idbicapital'],"['sonam.udasi', 'dealing', 'arun.baid']",['IDBI'],['TTK Prestige Ltd.'],,,"['idbicapital', 'Company; IDBI Capital Research']",,
544,Textile Axis report.pdf,['axissecurities'],['akhand.singh'],"['ACML IN', 'KPR IN']",['Siyaram Silk Mills Ltd.'],Sell,9000,"['axissecurities', 'Capitaline.']",,
545,expertprint.pdf,['Others'],['NA'],[],[],,,[],,
546,Va Tech Wabag - 3QFY18 Result Update- PL India.pdf,['plindia'],"['rsreesankar', 'keyurpandya']",[],[],Sell,628,"['plindia', 'PL Research']",,
547,"[Kotak] Godrej Properties, January 29, 2019.pdf",['kotak'],"['kotak.research', 'samrat.verma', 'murtuza.arsiwalla']",[],[],Buy,1747,"['kotak', 'Kotak Institutional Equities']",,
548,Kewal Kiran Analsyt Ppt Q4  FY2011.pdf,['Others'],['RippleWave-Rahul'],[],[],,,[],,
549,India+Banks+-+Discom+Restructuring+140312.pdf,['barcap'],"['jatin.mamtani', 'nikhil.poddar', 'anish.tawakley']","['ICICI', 'PNB', 'HDFC', 'BSI']","['Canara Bank', 'Standard Chartered PLC', 'Punjab National Bank']",Sell,60,"['barcap', 'Barclays Capital']",,
550,UTCEM-20180425-MOSL-RU-PG008.pdf,['motilaloswal'],"['Pradnya.Ganar', 'Abhishek.Ghosh']",['UTCEM IN'],[],,,"['motilaloswal', 'MOSL']",,
551,MAGMBFeb11.pdf,['enam'],"['namesh.chhangani', 'praveen.agarwal', 'siddharth.goel']",['LT'],[],Sell,86,"['enam', 'ENAM Research']",,
552,make-consolidated-january19-2013-to-march31-2014.pdf,['Others'],['NA'],"['TOTAL', 'MARICO']",[],,,[],,
553,Balkrishna Industries. - Revenue recovery and cost advantage make a good combination.pdf,['credit-suisse'],"['vikash.patwari', 'anantha.narayan']","['BSL', 'MRF', 'MIC']",[],Sell,12,"['credit-suisse', 'Company data']",,
554,2003_Issue1.pdf,['raytheon'],['debra'],"['MIC', 'TI', 'STAN']",[],,,['raytheon'],,
555,Escorts Ltd -Quarter ending March 2014 - Result Update - Accumulate.pdf,['qsmail'],['shaukat'],"['TOTAL', 'ESC IN']",[],,,"['qsmail', 'BSE']",,
556,CompanyValuationPPT.pdf,['Others'],['Raghu Rau'],['TI'],[],,,[],,
557,conf axis nov13.pdf,['axiscap'],['nandan.chakraborty'],"['ONGC', 'M&M', 'RCOM', 'PVR', 'LT', 'ITC', 'ZEEL', 'CESC', 'HDFC', 'CRISIL']",[],Buy,2013,['axiscap'],,
558,Indian Road Sector_ASBL & ITNL Initiation_Sept 1 2014.pdf,['sparkcapital'],['bharanidhar'],"['ILFT IN', 'CCCL', 'NCC', 'ASBL IN', 'NH', 'IRB', 'IRB IN']",[],Buy,,"['sparkcapital', 'Company']",,
559,document-807204990.pdf,['credit-suisse'],[None],[],[],Sell,2014,"['credit-suisse', 'Credit Suisse research']",,
560,Corporate Presentation - January 2015.pdf,['Company'],['Munishpc'],['LT'],[],,,['Company'],,
561,ICICI Prudential Life Insurance (ICIR.NS)- Correction- 10 Focus Charts – MS.pdf,['morganstanley'],"['Subramanian.Iyer', 'Sumeet.Kariwala', 'Rahul.Gupta1', 'Anil.Agarwal']","['RBL', 'ICICI', 'PNB', 'TOTAL', 'IDFC', 'HDFC']","['LIC Housing Finance Ltd.', 'Canara Bank', 'Edelweiss Financial Services Ltd.', 'Punjab National Bank']",Buy,1,"['morganstanley', 'Morgan Stanley Research. E = Morgan Stanley Research estimates.']",,
562,time-rhpfinal.pdf,['30%'],"['Interest  ', 'henam', 'Saurabh.bhatiani']","['TOTAL', 'ITC', 'CDSL', 'STER', 'IDBI', 'TIL', 'TTL', 'HDFC', 'ICICI', 'TOTAL IN', 'CONTI', 'ACE', 'BPL', 'GSL', 'ACC', 'PDPL', 'ABB', 'TI']",[],Sell,10,"['in', '30%', 'ingvysyabank']",,
563,Vodafone Idea (VODA.BO) - 2QFY19 results - Citi.pdf,['citi'],['vijit.jain'],[],[],Buy,12,"['citi', 'Company reports and Citi Research']",,
564,Advancing-Financial-Inclusion-in-India.pdf,['brookingsindia'],"['sgakhar', 'sravi']",[],[],,,['brookingsindia'],,
565,LICHF_310314.pdf,['indiainfoline'],['research'],"['LICHSGFIN', 'LICHF IN', 'NH', 'IIFL']",[],Buy,2014,"['indiainfoline', 'India Infoline Research']",,
566,MANDHANA INDUSTRIES LIMITED-06-10-2016.pdf,['careratings'],[None],['MANDHANA'],[],,,['careratings'],,
567,dip2.pdf,['sebi'],"['neelamb', 'ushar']","['HDFC', 'CRISIL']",[],,,['sebi'],,
568,avanthapower.pdf,['enam'],"['axbmbd', 'complaints', 'apil.ipo', 'investors.cgmib', 'kmccredressal']","['FACT', 'ACC', 'BIL', 'ICICI', 'TAKE', 'GAIL', 'TOTAL', 'IDFC', 'KSK', 'CDSL', 'SRF', 'BHEL', 'IEX', 'NTPC', 'MCL', 'BPL']","['Corporation Bank', 'IDFC Ltd.', 'Allahabad Bank']",Sell,10,"['linkintime', 'enam', 'kotak', 'citi', 'axisbank']",,
569,JSW Steel Q4FY17 - Result Update - Axis Direct - 25052017_25-05-2017_11.pdf,['axissecurities'],"['pankaj.bobade', 'poonam.darade']",[],[],Buy,263,"['axissecurities', 'Axis Capital']",,
570,Tourism Finance Corp - Stock Note - 120118.pdf,['hdfcsec'],['atul.karwa'],"['TOTAL', 'TFCI IN', 'TFCILTD', 'HDFC', 'IFCI']",[],,,['hdfcsec'],,
571,iifl - strategy - 2014 outlook - 20140102_08_57_04.pdf,['iiflcap'],['nemkumar'],"['ICICI', 'M&M', 'IIFL', 'ITC', 'HDFC']",[],Buy,2014,"['iiflcap', 'IIFL Research']",,
572,"[Kotak] Karur Vysya Bank, July 25, 2018.pdf",['kotak'],"['Shrey.singh', 'nischint.chawathe', 'kotak.research', 'mb.mahesh', 'dipanjan.ghosh']",[],[],Buy,110,"['kotak', 'Kotak Institutional Equities estimates']",,
573,MACA-20150212-MOSL-SLU-PG010.pdf,['motilaloswal'],"['kadambari.balachandran', 'anosh.Koppikar', 'Jinesh', 'reports']",['AMBER'],[],,,"['MotilalOswal', 'motilaloswal', 'MOSL']",,
574,INFOSYS - ANTIQUE.pdf,['antiquelimited'],"['omkar.hadkar', 'govind.agarwal']",['INFO IN'],[],Buy,915,"['antiquelimited', 'Bloomberg']",,
575,Elgi Equipments_IC_Spark Capital_23.03.2015.pdf,['sparkcapital'],"['raghavan', 'ravi']",['ELEQ IN'],[],Buy,204,"['sparkcapital', 'Spark Capital Research']",,
576,ChinaSec_24May06.pdf,['fitchratings'],"['joanna.dong', 'wit.solberg', 'kevin.stephenson', 'henry.hung', 'jet.zhou']",[],[],,,"['fitchratings', 'Fitch']",,
577,United Breweries Q4FY18 Result Update - Emkay.pdf,['emkayglobal'],"['ashit.desai', 'dhiraj.mistry']","['ACC', 'UBBL IN']",['Emkay Global Financial Services Ltd.'],Buy,12,"['emkayglobal', 'Emkay Research']",,
578,Banswara Syntex Ltd.-Results.pdf,['banswarasyntex'],"['info', 'jkjain', 'kjaln']",['STAN'],['BSE Ltd.'],,,"['banswarafabrics', 'banswarasyntex']",,
579,Gujarat_Fluorochemicals_Ltd_100315.pdf,['Others'],['NA'],['GFL'],[],,,[],,
580,JM Financial - Textiles Sector - Cotton Sheet US Market Share Dips In May'16 (Sector Update).pdf,['jmfl'],"['ashutosh.somani', 'nitin.agarwala']",[],[],,,"['jmfl', 'JM Financial']",,
581,HDFC Securities 16-May-16.pdf,['hdfcsec'],"['abdul.karim', 'hdfcsecretailresearch']",['HDFC'],[],,,['hdfcsec'],,
582,HDFC+Warrants.pdf,['nirmalbang'],['vishal.jajoo'],"['HDFC', 'HDFC IN']",[],Buy,2008,['nirmalbang'],,
583,BATINDIA_20130729.pdf,['nomura'],"['manish.jain', 'anup.sudhendranath']","['NEST IN', 'CLGT IN', 'GCPL IN', 'HUVR IN', 'DABUR', 'APNT IN', 'TTAN IN', 'LT', 'MRCO IN', 'DABUR IN', 'ITC', 'UNSP IN', 'SKB IN', 'ITC IN', 'JUBI IN', 'BATA IN', 'HMN IN']",[],Buy,990,"['nomura', 'Nomura estimates']",,
584,FIEM Industries - IC - Centrum - 27.03.14.pdf,['centrum'],"['compliance', 'investor.grievances', 'ajay.shethiya']","['M&M', 'CDSL', 'NTL', 'MCX', 'MIC', 'FIEM IN']",[],Buy,545,"['centrum', 'Centrum Research Estimates']",,
585,ANewParadigmforManagingforShareholderValue.pdf,['asseteconomics'],"['john.j.ballow', 'michael.j.molnar', 'roland.burgman', 'goran.roos']",['TI'],[],Sell,7,"['asseteconomics', 'accenture', 'Inc.']",,
586,TEL-20180108-MOSL-SU-PG006.pdf,['motilaloswal'],"['Hafeez.Patel', 'Aliasgar.Shakir']",[],[],Buy,48,"['motilaloswal', 'Company']",,
587,Titan - SELL - CLSA.pdf,['www.clsa.com'],['vivek.maheshwari'],['TI'],[],Sell,18,"['clsa', 'www.clsa.com']",,
588,BHEL-2QFY16 Review.pdf,['sparkcapital'],"['raghavan', 'ravi']","['BHEL', 'BHEL IN']",[],Sell,137,['sparkcapital'],,
589,ARVND-20150806-MOSL-RU-PG014.pdf,['MotilalOswal'],"['kadambari.balachandran', 'Niket.Shah', 'Atul.Mehra', 'reports']","['ARVND IN', 'ARVIND']",[],Buy,340,"['MotilalOswal', 'motilaloswal', 'MOSL']",,
